taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Submission ID	Assembly Method	Genome Completeness %	NCBI Taxon ID	NCBI Project ID	Strain	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Habitat	Host Name	Oxygen Requirement	Sample Body Site	Sample Body Subsite	Specific Ecosystem	Genome Size   * assembled	Gene Count   * assembled
2513237367	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Clostridium sp. 7_3_54FAA	Broad Institute	2513237367	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 7_3_54FAA	8864	Newbler v. 2.3 PostRelease-11/19/2009		665940	40017	7_3_54FAA	Host-associated	Human	Unclassified	Digestive system	"Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	5432458	5067
642979370	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides dorei DSM 17855	Washington University in St. Louis	642979370	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei	0	Newbler v. post-1.1.03-Dev_01252007		483217	27831	DSM 17855	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	5487768	5036
638341053	Bacteria	Permanent Draft	Campylobacter jejuni project - TIGR	Campylobacter jejuni jejuni HB93-13	J. Craig Venter Institute (JCVI)	638341053	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	0			360112	16267	HB93-13	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Wastewater"	Homo sapiens	Microaerophilic	Gastrointestinal tract		Fecal	1694788	1769
2654587845	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bifidobacterium bifidum NCIMB 41171	Broad Institute	2654587845	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	79244	allpaths v. 41303		398513	0	NCIMB 41171	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	2216395	1885
2563366762	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Aneurinibacillus aneurinilyticus ATCC 12856	Washington University in St. Louis	2563366762	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus aneurinilyticus	35879	Velvet v. 1.1.06		649747	0	ATCC 12856	Host-associated	Human	Large intestine	Digestive system	"Host, Human fecal, Human intestinal microflora"	Homo sapiens		Gastrointestinal tract	Intestinal tract	Fecal	5302959	6261
2547132207	Bacteria	Permanent Draft	Edwardsiella tarda ATCC 15947	Edwardsiella tarda ATCC 15947	Beijing Genomics Institute (BGI)	2547132207	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda	23794	Velvet v. 0.7.61		667121	0	ATCC 15947	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Facultative	Gastrointestinal tract		Fecal	3694689	3502
2500069000	Bacteria	Permanent Draft	"Lactobacillus, XX strains"	Lactobacillus reuteri 100-23	DOE Joint Genome Institute (JGI)	2500069000	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	0			349123	13431	100-23	Host-associated	Unclassified	Unclassified	Unclassified	"Birds intestinal microflora, Host, Human intestinal microflora, Mammalian gastrointestinal tract"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	2301232	2375
640963047	Bacteria	Permanent Draft	Food borne pathogen- Broad institute	Listeria monocytogenes sv. 4b HPB2262	Broad Institute	640963047	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	0			401650	17597	HPB2262	Host-associated	Human	Unclassified	Digestive system	"Food, Fresh water, Host, Intestinal tract, Soil"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	3006068	2839
646311926	Bacteria	Finished	"Escherichia coli K-12, MG1655"	"Escherichia coli K-12, MG1655"	"University of Wisconsin, Madison"	646311926	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0			511145	225	K-12 MG1655	Host-associated	Human	Unclassified	Unclassified	"Host, Human intestinal microflora"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	4639675	4324
2547132147	Bacteria	Permanent Draft	Clostridiaceae bacterium JC13	Dielma fastidiosa JC118	Aix-Marseille University	2547132147	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa	23732	GS De Novo Assembler		1034346	0	JC118	Host-associated	Human	Large intestine	Digestive system	"Host, Human fecal"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	3575363	3598
651053030	Bacteria	Finished	Helicobacter pylori sequencing project - Univ of Hyderabad	Helicobacter pylori 2018	University of Hyderabad	651053030	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	0			985080	62771	2018	Host-associated	Human	Unclassified	Unclassified	"Host, Human stomach"	Homo sapiens	Aerobe	Gastrointestinal tract		Unclassified	1562832	1642
647000335	Bacteria	Permanent Draft	Vibrio cholerae RC27	Vibrio cholerae sv. O1 RC27	Los Alamos National Laboratory	647000335	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	0			675807	40505	RC27	Host-associated	Human	Unclassified	Unclassified	"Host, Marine"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	4011779	3530
639633030	Bacteria	Finished	Lactic Acid Bacteria	Lactobacillus gasseri ATCC 33323	"DOE Joint Genome Institute (JGI), Fidelity Systems Inc"	639633030	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	0	JAZZ v. 2.9.3		324831	84	ATCC 33323	Host-associated	Human	Unclassified	Unclassified	"Feces, Gastrointestinal tract, Host, Intestinal tract"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	1894360	1874
649989948	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 145-7	Washington University in St. Louis	649989948	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0	Velvet v. 2.1-PreRelease-4/28/2009		679204	40703	MS 145-7	Host-associated	Human	Unclassified	Digestive system	"Gastrointestinal tract, Host"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	5115051	5641
648276627	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Campylobacter coli JV20	Baylor College of Medicine	648276627	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli	0	Newbler v. 2.0-01162009		864566	50513	JV20	Host-associated	Human	Unclassified	Unclassified	"Blood, Host, Intestinal tract"	Homo sapiens	Microaerophilic	Gastrointestinal tract		Unclassified	1678593	1818
2513237344	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Collinsella tanakaei YIT 12063	Broad Institute	2513237344	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella tanakaei	8840	Newbler v. 2.3 PostRelease-11/19/2009		742742	46403	YIT 12063	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract	Intestinal tract	Fecal	2482197	2276
2554235198	Bacteria	Permanent Draft	Sequencing of Clinical Strains in the Context of Bacteremia	Serratia marcescens MC459	The Genome Institute at Washington University	2554235198	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	25503	Velvet v. November 2012		1333581	0	MC459	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	5367360	5233
649990019	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Succinatimonas hippei YIT 12066	Washington University in St. Louis	649990019	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei	0	Velvet v. 0.7.57		762983	48507	YIT 12066	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Obligate anaerobe	Gastrointestinal tract	Intestinal tract	Fecal	2305942	2223
647533153	Bacteria	Permanent Draft	"Genome Sequencing of Enterococcus, Broad Institute"	Enterococcus faecium Com12	Broad Institute	647533153	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	0			565662	32965	Com12	Host-associated	Human			"Host, Human intestinal microflora, Soil"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract		2713738	2652
2648501893	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Clostridium clostridioforme WAL-7855	Broad Institute	2648501893	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] clostridioforme	78024	Newbler v. 2.3-PostRelease-11/19/2009		742736	0	WAL-7855	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Obligate anaerobe	Gastrointestinal tract		Fecal	5416817	5345
2548876979	Bacteria	Permanent Draft	Ruminococcus sp. JC304	Ruminococcus sp. JC304	Aix-Marseille University	2548876979	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. JC304	24483			1095771	0	JC304	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	4168980	4270
648276651	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 116-1	Washington University in St. Louis	648276651	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0	Velvet v. 0.7.57		749538	47229	MS 116-1	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens		Gastrointestinal tract		Unclassified	4840256	5279
2698536368	Bacteria	Permanent Draft	Genome sequencing of endemic Shigella sonnei populations from Vietnam	Shigella sonnei 19904011_1361399	Wellcome Trust Sanger Institute	2698536368	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	95892			624	0	19904011_1361399	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	4598778	4749
2671180656	Bacteria	Permanent Draft	Genome sequencing of Escherichia coli human isolates - University of Groningen	Escherichia coli STEC 771	"University of Groningen, University Medical Center Groningen"	2671180656	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	87900	CLC NGS Cell v. 7.0.3		562	0	STEC 771	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	5256030	5291
2597489879	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Collinsella sp. 4_8_47FAA	Broad Institute	2597489879	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA	54430			742722	0	4_8_47FAA	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract	Intestinal tract	Fecal	2247396	2096
648231704	Bacteria	Finished	Edwardsiella tarda FL6-60	Edwardsiella tarda FL6-60	Leiden University	648231704	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda	0			718251	45969	FL6-60	Host-associated	Human	Unclassified	Unclassified	"Host, Human intestinal microflora"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	3728801	3376
637000139	Bacteria	Finished	Lactobacillus delbrueckii bulgaricus ATCC 11842	Lactobacillus delbrueckii bulgaricus sv. E Lb14	CEA Genoscope	637000139	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	0	Phred-Phrap-Consed		390333	16871	Lb14	Engineered	Food production	Unclassified	Dairy products	"Host, Intestinal tract"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	1864998	2233
643886007	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Clostridiales sp. 1_7_47FAA	Broad Institute	643886007	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	Clostridiales bacterium 1_7_47FAA	0	Newbler v. 2.0.0 PostRelease-1/21/2009		457421	30067	1_7_47FAA	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host"	Homo sapiens		Gastrointestinal tract		Fecal	6514450	6241
650377919	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Butyrivibrio fibrisolvens 16/4	Wellcome Trust Sanger Institute	650377919	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	0			657324	39147	16-apr	Host-associated	Plants	Unclassified	Unclassified	Host	Homo sapiens	Anaerobe	Gastrointestinal tract	Gut	Unclassified	3164379	2966
648276659	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 196-1	Washington University in St. Louis	648276659	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0	Velvet v. 0.7.57		749548	47271	MS 196-1	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens		Gastrointestinal tract	Intestinal tract	Unclassified	5214638	5712
650377937	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Eubacterium rectale M104/1	Wellcome Trust Sanger Institute	650377937	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	[Eubacterium] rectale	0			657317	39161	M104/1	Host-associated	Unclassified	Unclassified	Unclassified	Host	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	3698419	3267
643886203	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Eubacterium hallii DSM 3353	Washington University in St. Louis	643886203	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii	0	Newbler v. 2.0.0 PostRelease-10/28/2008		411469	18177	DSM 3353	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	3290996	3297
647533194	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Pediococcus acidilactici 7_4	Broad Institute	647533194	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	0	Newbler v. 2.1 PreRelease-4/28/2009		563194	40051	7_4	Host-associated	Human	Large intestine	Digestive system	"Host, Human intestinal microflora"	Homo sapiens	Aerobe	Gastrointestinal tract		Fecal	2017988	1890
646862322	Bacteria	Finished	Escherichia coli O44:H18 042 (EAEC)	Escherichia coli O44:H18 042 (EAEC)	"Wellcome Trust Sanger Institute, Institut Pasteur"	646862322	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0			216592	40647	042 (EAEC)	Host-associated	Human	Unclassified	Unclassified	"Host, Human intestinal microflora"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Unclassified	5355323	5036
2700989373	Bacteria	Permanent Draft	Comparative genomic analysis of multiple type strains of the genus Bifidobacterium	Bifidobacterium angulatum DSM 20098	Inner Mongolia Agricultural University	2700989373	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	99068	SOAPdenovo v. 2.01		518635	0	DSM 20098	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	1990282	1635
644736374	Bacteria	Finished	Helicobacter pylori B38	Helicobacter pylori B38	Institut Pasteur	644736374	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	0			592205	39685	B38	Host-associated	Unclassified	Unclassified	Unclassified	"Host, Human stomach"	Homo sapiens	Aerobe	Gastrointestinal tract		Unclassified	1576758	1427
2547132194	Bacteria	Permanent Draft	Peptostreptococcaceae bacterium ph1 Genome sequencing	Peptoniphilus obesi ph1	Aix-Marseille University	2547132194	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus obesi	23781	Newbler v. 2.5.3		1118062	0	ph1	Host-associated	Human	Large intestine	Digestive system		Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	1747868	1717
2751185958	Bacteria	Permanent Draft	Genome sequencing of non-agglutinable Shigella species	Shigella sp. FC1661	Christian Medical College	2751185958	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sp. FC1661	150361	SPAdes v. 5.0.0.0		1886513	0	FC1661	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	4422533	5149
2551306478	Bacteria	Permanent Draft	Aeromonas sp. 159	Aeromonas sp. 159	University of Malaya	2551306478	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. 159	25079	CLC Genomics Workbench v. 5.1		1216961	0	159	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	3360845	3237
643886139	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus paracasei 8700:2	Broad Institute	643886139	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	0	Newbler v. 2.1 PreRelease-4/28/2009		537973	30077	8700:02:00	Host-associated	Human	Unclassified	Digestive system	Host	Homo sapiens	Microaerophilic	Gastrointestinal tract	Gut	Unclassified	2978271	3002
2721755650	Bacteria	Finished	Klebsiella pneumoniae TH1 Genome sequencing	Klebsiella pneumoniae TH1	"Institute for Disease Control and Prevention, Academy of Military Medical Sciences (AMMS), China"	2721755650	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	118660	Celera Assembler v. 8.3		573	0	TH1	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	5495471	5334
2513237192	Bacteria	Finished	"Genome sequencing of Helicobacter pylori, Washington University Medical School"	Helicobacter pylori Shi169	Washington University	2513237192	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	8657			1163741	94507	Shi169	Host-associated	Human	Unclassified	Digestive system		Homo sapiens		Gastrointestinal tract	Gastric antrum	Unclassified	1616909	1567
651324054	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lachnospiraceae bacterium 6_1_63FAA	Broad Institute	651324054	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	Lachnospiraceae bacterium 6_1_63FAA	0	Newbler v. 2.3 PostRelease-11/19/2009		658083	39395	6_1_63FAA	Host-associated	Human	Large intestine	Digestive system	"Host, Human intestinal microflora"	Homo sapiens		Gastrointestinal tract		Fecal	2723336	2682
